ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado,Faturamento,Status_Entrega,Mês
1000,2026-01-01 03:00:00,Gabinete Gamer,Acessórios,565.0,8,134,São Paulo,SP,4520.0,Rápida,2026-01
1001,2026-01-01 12:00:00,Mouse Vertical,Acessórios,244.84,8,102,Fortaleza,CE,1958.72,Normal,2026-01
1002,2026-01-01 06:00:00,Headset 7.1,Acessórios,800.0,1,147,Belo Horizonte,MG,800.0,Rápida,2026-01
1003,2026-01-01 15:00:00,Headset 7.1,Acessórios,800.0,1,124,Salvador,BA,800.0,Normal,2026-01
1004,2026-01-01 16:00:00,Gabinete Gamer,Acessórios,565.0,3,111,Rio de Janeiro,RJ,1695.0,Rápida,2026-01
1005,2026-01-02 15:00:00,Controle Gamer,Hardware,311.24,6,120,Salvador,BA,1867.44,Normal,2026-01
1006,2026-01-02 20:00:00,Controle Gamer,Hardware,312.14,3,114,Porto Alegre,RS,936.42,Normal,2026-01
1007,2026-01-02 14:00:00,Laptop Gamer,Eletrônicos,7500.0,5,113,Salvador,BA,37500.0,Normal,2026-01
1008,2026-01-02 05:00:00,Gabinete Gamer,Acessórios,565.0,1,140,Rio de Janeiro,RJ,565.0,Rápida,2026-01
1009,2026-01-02 18:00:00,Cadeira Gamer,Móveis,1200.0,2,138,Rio de Janeiro,RJ,2400.0,Rápida,2026-01
1010,2026-01-03 14:00:00,Teclado Mecânico,Acessórios,516.1,3,141,Belo Horizonte,MG,1548.3000000000002,Rápida,2026-01
1011,2026-01-03 15:00:00,SSD 1TB,Hardware,600.0,5,102,Salvador,BA,3000.0,Normal,2026-01
1012,2026-01-03 21:00:00,Headset 7.1,Acessórios,800.0,5,120,Porto Alegre,RS,4000.0,Normal,2026-01
1013,2026-01-03 22:00:00,Mouse Vertical,Acessórios,244.09,1,142,Porto Alegre,RS,244.09,Normal,2026-01
1014,2026-01-03 09:00:00,Controle Gamer,Hardware,306.91,3,145,Rio de Janeiro,RJ,920.73,Rápida,2026-01
1015,2026-01-04 21:00:00,Placa de Vídeo,Hardware,4500.0,5,133,Curitiba,PR,22500.0,Normal,2026-01
1016,2026-01-04 06:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,119,Porto Alegre,RS,11200.0,Normal,2026-01
1017,2026-01-04 19:00:00,Mouse Vertical,Acessórios,238.17,8,139,Rio de Janeiro,RJ,1905.36,Rápida,2026-01
1018,2026-01-04 08:00:00,Laptop Gamer,Eletrônicos,7500.0,8,103,Porto Alegre,RS,60000.0,Normal,2026-01
1019,2026-01-04 20:00:00,Placa de Vídeo,Hardware,4500.0,9,132,Fortaleza,CE,40500.0,Normal,2026-01
1020,2026-01-05 21:00:00,Teclado Mecânico,Acessórios,545.38,5,149,Curitiba,PR,2726.9,Normal,2026-01
1021,2026-01-05 08:00:00,Cadeira Gamer,Móveis,1200.0,8,114,Curitiba,PR,9600.0,Normal,2026-01
1022,2026-01-05 20:00:00,Laptop Gamer,Eletrônicos,7500.0,2,134,São Paulo,SP,15000.0,Rápida,2026-01
1023,2026-01-05 14:00:00,SSD 1TB,Hardware,600.0,3,122,Salvador,BA,1800.0,Normal,2026-01
1024,2026-01-05 18:00:00,SSD 1TB,Hardware,600.0,7,132,Rio de Janeiro,RJ,4200.0,Rápida,2026-01
1025,2026-01-06 16:00:00,Gabinete Gamer,Acessórios,565.0,6,130,Curitiba,PR,3390.0,Normal,2026-01
1026,2026-01-06 06:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,106,Curitiba,PR,5600.0,Normal,2026-01
1027,2026-01-06 06:00:00,Mouse Vertical,Acessórios,232.68,9,116,Belo Horizonte,MG,2094.12,Rápida,2026-01
1028,2026-01-06 12:00:00,Cadeira Gamer,Móveis,1200.0,2,113,Salvador,BA,2400.0,Normal,2026-01
1029,2026-01-06 02:00:00,Cadeira Gamer,Móveis,1200.0,4,116,Salvador,BA,4800.0,Normal,2026-01
1030,2026-01-07 22:00:00,Cadeira Gamer,Móveis,1200.0,4,117,São Paulo,SP,4800.0,Rápida,2026-01
1031,2026-01-07 16:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,127,Fortaleza,CE,14000.0,Normal,2026-01
1032,2026-01-07 11:00:00,SSD 1TB,Hardware,600.0,7,116,Belo Horizonte,MG,4200.0,Rápida,2026-01
1033,2026-01-07 20:00:00,Cadeira Gamer,Móveis,1200.0,4,131,Rio de Janeiro,RJ,4800.0,Rápida,2026-01
1034,2026-01-07 00:00:00,Gabinete Gamer,Acessórios,565.0,1,133,Salvador,BA,565.0,Normal,2026-01
1035,2026-01-08 08:00:00,Laptop Gamer,Eletrônicos,7500.0,2,108,Curitiba,PR,15000.0,Normal,2026-01
1036,2026-01-08 20:00:00,Laptop Gamer,Eletrônicos,7500.0,2,133,Rio de Janeiro,RJ,15000.0,Rápida,2026-01
1037,2026-01-08 04:00:00,Controle Gamer,Hardware,299.0,4,114,São Paulo,SP,1196.0,Rápida,2026-01
1038,2026-01-08 20:00:00,Mouse Vertical,Acessórios,242.41,9,122,Salvador,BA,2181.69,Normal,2026-01
1039,2026-01-08 15:00:00,Placa de Vídeo,Hardware,4500.0,2,100,São Paulo,SP,9000.0,Rápida,2026-01
1040,2026-01-09 17:00:00,Monitor Ultrawide,Eletrônicos,2800.0,8,128,Fortaleza,CE,22400.0,Normal,2026-01
1041,2026-01-09 12:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,145,Rio de Janeiro,RJ,5600.0,Rápida,2026-01
1042,2026-01-09 12:00:00,Mouse Vertical,Acessórios,228.56,1,103,Curitiba,PR,228.56,Normal,2026-01
1043,2026-01-09 05:00:00,Gabinete Gamer,Acessórios,565.0,6,110,Salvador,BA,3390.0,Normal,2026-01
1044,2026-01-09 11:00:00,Mouse Vertical,Acessórios,229.36,3,105,Belo Horizonte,MG,688.08,Rápida,2026-01
1045,2026-01-10 18:00:00,Monitor Ultrawide,Eletrônicos,2800.0,9,100,Fortaleza,CE,25200.0,Normal,2026-01
1046,2026-01-10 12:00:00,SSD 1TB,Hardware,600.0,8,119,Belo Horizonte,MG,4800.0,Rápida,2026-01
1047,2026-01-10 08:00:00,Monitor Ultrawide,Eletrônicos,2800.0,9,115,Belo Horizonte,MG,25200.0,Rápida,2026-01
1048,2026-01-10 19:00:00,Teclado Mecânico,Acessórios,495.35,9,118,Curitiba,PR,4458.150000000001,Normal,2026-01
1049,2026-01-10 11:00:00,Mouse Vertical,Acessórios,235.51,2,139,Porto Alegre,RS,471.02,Normal,2026-01
1050,2026-01-11 18:00:00,Laptop Gamer,Eletrônicos,7500.0,5,118,Belo Horizonte,MG,37500.0,Rápida,2026-01
1051,2026-01-11 04:00:00,Laptop Gamer,Eletrônicos,7500.0,7,118,São Paulo,SP,52500.0,Rápida,2026-01
1052,2026-01-11 22:00:00,Headset 7.1,Acessórios,800.0,2,135,São Paulo,SP,1600.0,Rápida,2026-01
1053,2026-01-11 05:00:00,Laptop Gamer,Eletrônicos,7500.0,7,104,Porto Alegre,RS,52500.0,Normal,2026-01
1054,2026-01-11 03:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,139,São Paulo,SP,5600.0,Rápida,2026-01
1055,2026-01-12 00:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,127,Fortaleza,CE,16800.0,Normal,2026-01
1056,2026-01-12 01:00:00,Headset 7.1,Acessórios,800.0,8,138,Curitiba,PR,6400.0,Normal,2026-01
1057,2026-01-12 15:00:00,Mouse Vertical,Acessórios,243.82,1,144,Belo Horizonte,MG,243.82,Rápida,2026-01
1058,2026-01-12 11:00:00,Controle Gamer,Hardware,317.33,4,125,Fortaleza,CE,1269.32,Normal,2026-01
1059,2026-01-12 20:00:00,Teclado Mecânico,Acessórios,533.7,6,100,Belo Horizonte,MG,3202.2000000000003,Rápida,2026-01
1060,2026-01-13 12:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,117,Curitiba,PR,16800.0,Normal,2026-01
1061,2026-01-13 00:00:00,SSD 1TB,Hardware,600.0,2,113,Rio de Janeiro,RJ,1200.0,Rápida,2026-01
1062,2026-01-13 11:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,113,Fortaleza,CE,8400.0,Normal,2026-01
1063,2026-01-13 05:00:00,Placa de Vídeo,Hardware,4500.0,3,100,Porto Alegre,RS,13500.0,Normal,2026-01
1064,2026-01-13 12:00:00,Cadeira Gamer,Móveis,1200.0,5,148,Fortaleza,CE,6000.0,Normal,2026-01
1065,2026-01-14 16:00:00,Cadeira Gamer,Móveis,1200.0,4,107,Porto Alegre,RS,4800.0,Normal,2026-01
1066,2026-01-14 22:00:00,Teclado Mecânico,Acessórios,496.95,7,129,Curitiba,PR,3478.65,Normal,2026-01
1067,2026-01-14 08:00:00,Laptop Gamer,Eletrônicos,7500.0,2,136,São Paulo,SP,15000.0,Rápida,2026-01
1068,2026-01-14 20:00:00,Gabinete Gamer,Acessórios,565.0,9,109,Salvador,BA,5085.0,Normal,2026-01
1069,2026-01-14 12:00:00,Teclado Mecânico,Acessórios,505.91,9,123,São Paulo,SP,4553.1900000000005,Rápida,2026-01
1070,2026-01-15 04:00:00,Placa de Vídeo,Hardware,4500.0,3,102,Porto Alegre,RS,13500.0,Normal,2026-01
1071,2026-01-15 01:00:00,Mouse Vertical,Acessórios,228.2,6,124,Fortaleza,CE,1369.1999999999998,Normal,2026-01
1072,2026-01-15 02:00:00,Headset 7.1,Acessórios,800.0,4,127,Belo Horizonte,MG,3200.0,Rápida,2026-01
1073,2026-01-15 22:00:00,Laptop Gamer,Eletrônicos,7500.0,4,115,Salvador,BA,30000.0,Normal,2026-01
1074,2026-01-15 10:00:00,Headset 7.1,Acessórios,800.0,6,125,Rio de Janeiro,RJ,4800.0,Rápida,2026-01
1075,2026-01-16 02:00:00,Cadeira Gamer,Móveis,1200.0,1,124,São Paulo,SP,1200.0,Rápida,2026-01
1076,2026-01-16 17:00:00,Laptop Gamer,Eletrônicos,7500.0,1,143,São Paulo,SP,7500.0,Rápida,2026-01
1077,2026-01-16 21:00:00,Placa de Vídeo,Hardware,4500.0,4,137,Curitiba,PR,18000.0,Normal,2026-01
1078,2026-01-16 03:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,115,São Paulo,SP,16800.0,Rápida,2026-01
1079,2026-01-16 01:00:00,Laptop Gamer,Eletrônicos,7500.0,6,142,Rio de Janeiro,RJ,45000.0,Rápida,2026-01
1080,2026-01-17 20:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,125,Curitiba,PR,16800.0,Normal,2026-01
1081,2026-01-17 06:00:00,SSD 1TB,Hardware,600.0,4,111,Rio de Janeiro,RJ,2400.0,Rápida,2026-01
1082,2026-01-17 01:00:00,Gabinete Gamer,Acessórios,565.0,1,134,Porto Alegre,RS,565.0,Normal,2026-01
1083,2026-01-17 05:00:00,Placa de Vídeo,Hardware,4500.0,1,126,São Paulo,SP,4500.0,Rápida,2026-01
1084,2026-01-17 09:00:00,Laptop Gamer,Eletrônicos,7500.0,5,126,Fortaleza,CE,37500.0,Normal,2026-01
1085,2026-01-18 07:00:00,Headset 7.1,Acessórios,800.0,8,140,São Paulo,SP,6400.0,Rápida,2026-01
1086,2026-01-18 13:00:00,Controle Gamer,Hardware,312.32,9,122,Belo Horizonte,MG,2810.88,Rápida,2026-01
1087,2026-01-18 09:00:00,Gabinete Gamer,Acessórios,565.0,3,106,Belo Horizonte,MG,1695.0,Rápida,2026-01
1088,2026-01-18 07:00:00,Headset 7.1,Acessórios,800.0,7,107,Fortaleza,CE,5600.0,Normal,2026-01
1089,2026-01-18 22:00:00,SSD 1TB,Hardware,600.0,1,142,Fortaleza,CE,600.0,Normal,2026-01
1090,2026-01-19 12:00:00,Placa de Vídeo,Hardware,4500.0,7,114,Rio de Janeiro,RJ,31500.0,Rápida,2026-01
1091,2026-01-19 12:00:00,Laptop Gamer,Eletrônicos,7500.0,4,137,São Paulo,SP,30000.0,Rápida,2026-01
1092,2026-01-19 08:00:00,Monitor Ultrawide,Eletrônicos,2800.0,8,103,Fortaleza,CE,22400.0,Normal,2026-01
1093,2026-01-19 02:00:00,Mouse Vertical,Acessórios,248.72,1,107,Porto Alegre,RS,248.72,Normal,2026-01
1094,2026-01-19 12:00:00,Mouse Vertical,Acessórios,245.12,5,113,Porto Alegre,RS,1225.6,Normal,2026-01
1095,2026-01-20 22:00:00,Mouse Vertical,Acessórios,234.39,4,117,Porto Alegre,RS,937.56,Normal,2026-01
1096,2026-01-20 04:00:00,Laptop Gamer,Eletrônicos,7500.0,5,129,Curitiba,PR,37500.0,Normal,2026-01
1097,2026-01-20 05:00:00,SSD 1TB,Hardware,600.0,8,102,Belo Horizonte,MG,4800.0,Rápida,2026-01
1098,2026-01-20 16:00:00,Laptop Gamer,Eletrônicos,7500.0,2,132,Fortaleza,CE,15000.0,Normal,2026-01
1099,2026-01-20 16:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,104,Curitiba,PR,2800.0,Normal,2026-01
1100,2026-01-21 19:00:00,Laptop Gamer,Eletrônicos,7500.0,3,107,Belo Horizonte,MG,22500.0,Rápida,2026-01
1101,2026-01-21 04:00:00,Teclado Mecânico,Acessórios,543.29,8,126,São Paulo,SP,4346.32,Rápida,2026-01
1102,2026-01-21 16:00:00,Headset 7.1,Acessórios,800.0,5,142,Curitiba,PR,4000.0,Normal,2026-01
1103,2026-01-21 03:00:00,Cadeira Gamer,Móveis,1200.0,1,128,Salvador,BA,1200.0,Normal,2026-01
1104,2026-01-21 05:00:00,Headset 7.1,Acessórios,800.0,4,131,Porto Alegre,RS,3200.0,Normal,2026-01
1105,2026-01-22 03:00:00,Placa de Vídeo,Hardware,4500.0,2,102,Belo Horizonte,MG,9000.0,Rápida,2026-01
1106,2026-01-22 05:00:00,Cadeira Gamer,Móveis,1200.0,6,101,Belo Horizonte,MG,7200.0,Rápida,2026-01
1107,2026-01-22 09:00:00,Cadeira Gamer,Móveis,1200.0,7,127,Belo Horizonte,MG,8400.0,Rápida,2026-01
1108,2026-01-22 04:00:00,Laptop Gamer,Eletrônicos,7500.0,5,135,Salvador,BA,37500.0,Normal,2026-01
1109,2026-01-22 23:00:00,Mouse Vertical,Acessórios,243.87,9,134,Salvador,BA,2194.83,Normal,2026-01
1110,2026-01-23 00:00:00,Laptop Gamer,Eletrônicos,7500.0,2,125,Porto Alegre,RS,15000.0,Normal,2026-01
1111,2026-01-23 15:00:00,Cadeira Gamer,Móveis,1200.0,7,109,Fortaleza,CE,8400.0,Normal,2026-01
1112,2026-01-23 18:00:00,Placa de Vídeo,Hardware,4500.0,8,125,Salvador,BA,36000.0,Normal,2026-01
1113,2026-01-23 10:00:00,Headset 7.1,Acessórios,800.0,6,102,Curitiba,PR,4800.0,Normal,2026-01
1114,2026-01-23 02:00:00,Laptop Gamer,Eletrônicos,7500.0,8,107,Porto Alegre,RS,60000.0,Normal,2026-01
1115,2026-01-24 02:00:00,Placa de Vídeo,Hardware,4500.0,6,108,Salvador,BA,27000.0,Normal,2026-01
1116,2026-01-24 11:00:00,SSD 1TB,Hardware,600.0,2,133,Salvador,BA,1200.0,Normal,2026-01
1117,2026-01-24 05:00:00,Teclado Mecânico,Acessórios,499.82,8,141,Fortaleza,CE,3998.56,Normal,2026-01
1118,2026-01-24 21:00:00,Cadeira Gamer,Móveis,1200.0,3,145,Porto Alegre,RS,3600.0,Normal,2026-01
1119,2026-01-24 01:00:00,Gabinete Gamer,Acessórios,565.0,7,113,São Paulo,SP,3955.0,Rápida,2026-01
1120,2026-01-25 19:00:00,Cadeira Gamer,Móveis,1200.0,4,139,Fortaleza,CE,4800.0,Normal,2026-01
1121,2026-01-25 08:00:00,Gabinete Gamer,Acessórios,565.0,3,130,Salvador,BA,1695.0,Normal,2026-01
1122,2026-01-25 14:00:00,Gabinete Gamer,Acessórios,565.0,9,100,São Paulo,SP,5085.0,Rápida,2026-01
1123,2026-01-25 03:00:00,SSD 1TB,Hardware,600.0,9,118,Fortaleza,CE,5400.0,Normal,2026-01
1124,2026-01-25 18:00:00,Teclado Mecânico,Acessórios,525.85,4,111,Fortaleza,CE,2103.4,Normal,2026-01
1125,2026-01-26 21:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,125,Fortaleza,CE,14000.0,Normal,2026-01
1126,2026-01-26 23:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,131,Belo Horizonte,MG,11200.0,Rápida,2026-01
1127,2026-01-26 10:00:00,Placa de Vídeo,Hardware,4500.0,1,125,Porto Alegre,RS,4500.0,Normal,2026-01
1128,2026-01-26 13:00:00,Placa de Vídeo,Hardware,4500.0,8,129,Salvador,BA,36000.0,Normal,2026-01
1129,2026-01-26 09:00:00,Controle Gamer,Hardware,327.21,4,123,Porto Alegre,RS,1308.84,Normal,2026-01
1130,2026-01-27 11:00:00,Cadeira Gamer,Móveis,1200.0,5,112,Salvador,BA,6000.0,Normal,2026-01
1131,2026-01-27 13:00:00,Headset 7.1,Acessórios,800.0,7,107,Porto Alegre,RS,5600.0,Normal,2026-01
1132,2026-01-27 07:00:00,SSD 1TB,Hardware,600.0,8,148,Porto Alegre,RS,4800.0,Normal,2026-01
1133,2026-01-27 04:00:00,Laptop Gamer,Eletrônicos,7500.0,3,105,Curitiba,PR,22500.0,Normal,2026-01
1134,2026-01-27 22:00:00,Placa de Vídeo,Hardware,4500.0,8,147,Curitiba,PR,36000.0,Normal,2026-01
1135,2026-01-28 02:00:00,Placa de Vídeo,Hardware,4500.0,9,143,Fortaleza,CE,40500.0,Normal,2026-01
1136,2026-01-28 06:00:00,Mouse Vertical,Acessórios,235.34,3,116,São Paulo,SP,706.02,Rápida,2026-01
1137,2026-01-28 17:00:00,Gabinete Gamer,Acessórios,565.0,1,112,São Paulo,SP,565.0,Rápida,2026-01
1138,2026-01-28 12:00:00,Controle Gamer,Hardware,320.64,8,112,São Paulo,SP,2565.12,Rápida,2026-01
1139,2026-01-28 20:00:00,Laptop Gamer,Eletrônicos,7500.0,8,103,Porto Alegre,RS,60000.0,Normal,2026-01
1140,2026-01-29 14:00:00,SSD 1TB,Hardware,600.0,2,110,São Paulo,SP,1200.0,Rápida,2026-01
1141,2026-01-29 00:00:00,Laptop Gamer,Eletrônicos,7500.0,6,140,Rio de Janeiro,RJ,45000.0,Rápida,2026-01
1142,2026-01-29 00:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,137,Fortaleza,CE,14000.0,Normal,2026-01
1143,2026-01-29 20:00:00,Placa de Vídeo,Hardware,4500.0,3,120,Porto Alegre,RS,13500.0,Normal,2026-01
1144,2026-01-29 15:00:00,Cadeira Gamer,Móveis,1200.0,2,116,Curitiba,PR,2400.0,Normal,2026-01
1145,2026-01-30 10:00:00,Controle Gamer,Hardware,317.54,5,143,Belo Horizonte,MG,1587.7,Rápida,2026-01
1146,2026-01-30 12:00:00,Cadeira Gamer,Móveis,1200.0,5,107,São Paulo,SP,6000.0,Rápida,2026-01
1147,2026-01-30 18:00:00,Mouse Vertical,Acessórios,230.86,8,144,Rio de Janeiro,RJ,1846.88,Rápida,2026-01
1148,2026-01-30 14:00:00,Placa de Vídeo,Hardware,4500.0,3,112,Fortaleza,CE,13500.0,Normal,2026-01
1149,2026-01-30 13:00:00,Laptop Gamer,Eletrônicos,7500.0,1,149,São Paulo,SP,7500.0,Rápida,2026-01
1150,2026-01-31 18:00:00,SSD 1TB,Hardware,600.0,6,137,Salvador,BA,3600.0,Normal,2026-01
1151,2026-01-31 00:00:00,Headset 7.1,Acessórios,800.0,4,123,Salvador,BA,3200.0,Normal,2026-01
1152,2026-01-31 01:00:00,Gabinete Gamer,Acessórios,565.0,3,135,Fortaleza,CE,1695.0,Normal,2026-01
1153,2026-01-31 03:00:00,Mouse Vertical,Acessórios,236.76,9,147,São Paulo,SP,2130.84,Rápida,2026-01
1154,2026-01-31 15:00:00,Cadeira Gamer,Móveis,1200.0,2,123,Fortaleza,CE,2400.0,Normal,2026-01
1155,2026-02-01 04:00:00,Gabinete Gamer,Acessórios,565.0,2,125,Fortaleza,CE,1130.0,Normal,2026-02
1156,2026-02-01 21:00:00,Gabinete Gamer,Acessórios,565.0,4,147,Belo Horizonte,MG,2260.0,Rápida,2026-02
1157,2026-02-01 05:00:00,Mouse Vertical,Acessórios,229.84,1,131,Salvador,BA,229.84,Normal,2026-02
1158,2026-02-01 13:00:00,Laptop Gamer,Eletrônicos,7500.0,7,119,Fortaleza,CE,52500.0,Normal,2026-02
1159,2026-02-01 13:00:00,Controle Gamer,Hardware,318.23,5,144,Salvador,BA,1591.15,Normal,2026-02
1160,2026-02-02 13:00:00,Teclado Mecânico,Acessórios,523.71,8,146,Fortaleza,CE,4189.68,Normal,2026-02
1161,2026-02-02 02:00:00,Cadeira Gamer,Móveis,1200.0,1,102,Porto Alegre,RS,1200.0,Normal,2026-02
1162,2026-02-02 11:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,102,Porto Alegre,RS,2800.0,Normal,2026-02
1163,2026-02-02 10:00:00,Placa de Vídeo,Hardware,4500.0,7,147,São Paulo,SP,31500.0,Rápida,2026-02
1164,2026-02-02 07:00:00,Headset 7.1,Acessórios,800.0,6,126,São Paulo,SP,4800.0,Rápida,2026-02
1165,2026-02-03 23:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,134,Salvador,BA,5600.0,Normal,2026-02
1166,2026-02-03 06:00:00,Laptop Gamer,Eletrônicos,7500.0,1,143,Rio de Janeiro,RJ,7500.0,Rápida,2026-02
1167,2026-02-03 22:00:00,Teclado Mecânico,Acessórios,517.44,7,106,Salvador,BA,3622.0800000000004,Normal,2026-02
1168,2026-02-03 00:00:00,Teclado Mecânico,Acessórios,513.18,6,110,São Paulo,SP,3079.08,Rápida,2026-02
1169,2026-02-03 14:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,102,Rio de Janeiro,RJ,19600.0,Rápida,2026-02
1170,2026-02-04 07:00:00,Gabinete Gamer,Acessórios,565.0,8,122,Fortaleza,CE,4520.0,Normal,2026-02
1171,2026-02-04 16:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,144,Curitiba,PR,19600.0,Normal,2026-02
1172,2026-02-04 19:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,106,Porto Alegre,RS,11200.0,Normal,2026-02
1173,2026-02-04 11:00:00,Laptop Gamer,Eletrônicos,7500.0,8,118,Curitiba,PR,60000.0,Normal,2026-02
1174,2026-02-04 15:00:00,SSD 1TB,Hardware,600.0,4,143,Belo Horizonte,MG,2400.0,Rápida,2026-02
1175,2026-02-05 20:00:00,Headset 7.1,Acessórios,800.0,3,125,Rio de Janeiro,RJ,2400.0,Rápida,2026-02
1176,2026-02-05 09:00:00,SSD 1TB,Hardware,600.0,2,127,Rio de Janeiro,RJ,1200.0,Rápida,2026-02
1177,2026-02-05 20:00:00,Laptop Gamer,Eletrônicos,7500.0,6,135,Porto Alegre,RS,45000.0,Normal,2026-02
1178,2026-02-05 00:00:00,Teclado Mecânico,Acessórios,529.33,8,112,Fortaleza,CE,4234.64,Normal,2026-02
1179,2026-02-05 14:00:00,Laptop Gamer,Eletrônicos,7500.0,2,107,São Paulo,SP,15000.0,Rápida,2026-02
1180,2026-02-06 14:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,107,Rio de Janeiro,RJ,5600.0,Rápida,2026-02
1181,2026-02-06 16:00:00,Headset 7.1,Acessórios,800.0,8,129,Salvador,BA,6400.0,Normal,2026-02
1182,2026-02-06 06:00:00,Placa de Vídeo,Hardware,4500.0,2,136,São Paulo,SP,9000.0,Rápida,2026-02
1183,2026-02-06 09:00:00,Laptop Gamer,Eletrônicos,7500.0,5,138,Rio de Janeiro,RJ,37500.0,Rápida,2026-02
1184,2026-02-06 04:00:00,Cadeira Gamer,Móveis,1200.0,5,142,Belo Horizonte,MG,6000.0,Rápida,2026-02
1185,2026-02-07 08:00:00,Headset 7.1,Acessórios,800.0,1,112,São Paulo,SP,800.0,Rápida,2026-02
1186,2026-02-07 15:00:00,Placa de Vídeo,Hardware,4500.0,1,147,Salvador,BA,4500.0,Normal,2026-02
1187,2026-02-07 08:00:00,SSD 1TB,Hardware,600.0,7,103,São Paulo,SP,4200.0,Rápida,2026-02
1188,2026-02-07 03:00:00,Cadeira Gamer,Móveis,1200.0,7,132,Curitiba,PR,8400.0,Normal,2026-02
1189,2026-02-07 00:00:00,Placa de Vídeo,Hardware,4500.0,1,118,Porto Alegre,RS,4500.0,Normal,2026-02
1190,2026-02-08 15:00:00,SSD 1TB,Hardware,600.0,4,103,Fortaleza,CE,2400.0,Normal,2026-02
1191,2026-02-08 21:00:00,Gabinete Gamer,Acessórios,565.0,9,104,Fortaleza,CE,5085.0,Normal,2026-02
1192,2026-02-08 19:00:00,Controle Gamer,Hardware,323.89,4,118,Fortaleza,CE,1295.56,Normal,2026-02
1193,2026-02-08 07:00:00,Headset 7.1,Acessórios,800.0,4,109,Rio de Janeiro,RJ,3200.0,Rápida,2026-02
1194,2026-02-08 06:00:00,Placa de Vídeo,Hardware,4500.0,3,114,Fortaleza,CE,13500.0,Normal,2026-02
1195,2026-02-09 19:00:00,Controle Gamer,Hardware,312.97,4,117,Fortaleza,CE,1251.88,Normal,2026-02
1196,2026-02-09 23:00:00,Controle Gamer,Hardware,310.25,6,120,Belo Horizonte,MG,1861.5,Rápida,2026-02
1197,2026-02-09 22:00:00,Controle Gamer,Hardware,329.18,1,101,Curitiba,PR,329.18,Normal,2026-02
1198,2026-02-09 16:00:00,Controle Gamer,Hardware,325.02,9,136,Belo Horizonte,MG,2925.18,Rápida,2026-02
1199,2026-02-09 08:00:00,Headset 7.1,Acessórios,800.0,3,125,Curitiba,PR,2400.0,Normal,2026-02
