ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado,Faturamento,Status_Entrega,Mês
1200,2026-02-10 09:00:00,Headset 7.1,Acessórios,800.0,3,142,Porto Alegre,RS,2400.0,Normal,2026-02
1201,2026-02-10 16:00:00,Placa de Vídeo,Hardware,4500.0,7,126,Porto Alegre,RS,31500.0,Normal,2026-02
1202,2026-02-10 04:00:00,Mouse Vertical,Acessórios,241.24,1,135,Rio de Janeiro,RJ,241.24,Rápida,2026-02
1203,2026-02-10 09:00:00,Teclado Mecânico,Acessórios,540.97,1,131,Rio de Janeiro,RJ,540.97,Rápida,2026-02
1204,2026-02-10 15:00:00,Placa de Vídeo,Hardware,4500.0,3,125,Salvador,BA,13500.0,Normal,2026-02
1205,2026-02-11 20:00:00,Controle Gamer,Hardware,313.55,2,123,São Paulo,SP,627.1,Rápida,2026-02
1206,2026-02-11 21:00:00,Teclado Mecânico,Acessórios,502.66,2,100,São Paulo,SP,1005.32,Rápida,2026-02
1207,2026-02-11 22:00:00,Laptop Gamer,Eletrônicos,7500.0,2,109,Porto Alegre,RS,15000.0,Normal,2026-02
1208,2026-02-11 16:00:00,Teclado Mecânico,Acessórios,532.82,4,141,Fortaleza,CE,2131.28,Normal,2026-02
1209,2026-02-11 22:00:00,Teclado Mecânico,Acessórios,510.94,4,104,Rio de Janeiro,RJ,2043.76,Rápida,2026-02
1210,2026-02-12 03:00:00,Controle Gamer,Hardware,315.0,9,101,Fortaleza,CE,2835.0,Normal,2026-02
1211,2026-02-12 07:00:00,Cadeira Gamer,Móveis,1200.0,6,133,Salvador,BA,7200.0,Normal,2026-02
1212,2026-02-12 09:00:00,SSD 1TB,Hardware,600.0,4,131,Rio de Janeiro,RJ,2400.0,Rápida,2026-02
1213,2026-02-12 06:00:00,Teclado Mecânico,Acessórios,527.32,9,107,São Paulo,SP,4745.88,Rápida,2026-02
1214,2026-02-12 08:00:00,Controle Gamer,Hardware,313.48,1,118,Salvador,BA,313.48,Normal,2026-02
1215,2026-02-13 19:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,139,São Paulo,SP,19600.0,Rápida,2026-02
1216,2026-02-13 07:00:00,Placa de Vídeo,Hardware,4500.0,5,135,Curitiba,PR,22500.0,Normal,2026-02
1217,2026-02-13 00:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,133,Belo Horizonte,MG,11200.0,Rápida,2026-02
1218,2026-02-13 21:00:00,SSD 1TB,Hardware,600.0,9,130,São Paulo,SP,5400.0,Rápida,2026-02
1219,2026-02-13 13:00:00,Placa de Vídeo,Hardware,4500.0,7,148,Fortaleza,CE,31500.0,Normal,2026-02
1220,2026-02-14 04:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,118,Salvador,BA,14000.0,Normal,2026-02
1221,2026-02-14 11:00:00,Teclado Mecânico,Acessórios,528.55,2,104,São Paulo,SP,1057.1,Rápida,2026-02
1222,2026-02-14 08:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,110,Fortaleza,CE,14000.0,Normal,2026-02
1223,2026-02-14 18:00:00,Laptop Gamer,Eletrônicos,7500.0,5,117,Salvador,BA,37500.0,Normal,2026-02
1224,2026-02-14 14:00:00,Mouse Vertical,Acessórios,242.89,6,105,Porto Alegre,RS,1457.34,Normal,2026-02
1225,2026-02-15 22:00:00,Laptop Gamer,Eletrônicos,7500.0,8,141,São Paulo,SP,60000.0,Rápida,2026-02
1226,2026-02-15 09:00:00,Controle Gamer,Hardware,325.04,5,108,São Paulo,SP,1625.2,Rápida,2026-02
1227,2026-02-15 15:00:00,Placa de Vídeo,Hardware,4500.0,3,127,São Paulo,SP,13500.0,Rápida,2026-02
1228,2026-02-15 16:00:00,Controle Gamer,Hardware,307.05,2,137,Rio de Janeiro,RJ,614.1,Rápida,2026-02
1229,2026-02-15 11:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,128,São Paulo,SP,19600.0,Rápida,2026-02
1230,2026-02-16 23:00:00,Gabinete Gamer,Acessórios,565.0,1,138,Rio de Janeiro,RJ,565.0,Rápida,2026-02
1231,2026-02-16 16:00:00,Teclado Mecânico,Acessórios,523.57,7,132,Porto Alegre,RS,3664.9900000000002,Normal,2026-02
1232,2026-02-16 12:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,104,Fortaleza,CE,8400.0,Normal,2026-02
1233,2026-02-16 03:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,132,Fortaleza,CE,14000.0,Normal,2026-02
1234,2026-02-16 16:00:00,Placa de Vídeo,Hardware,4500.0,5,115,Fortaleza,CE,22500.0,Normal,2026-02
1235,2026-02-17 15:00:00,Gabinete Gamer,Acessórios,565.0,9,127,Curitiba,PR,5085.0,Normal,2026-02
1236,2026-02-17 06:00:00,Laptop Gamer,Eletrônicos,7500.0,8,103,Curitiba,PR,60000.0,Normal,2026-02
1237,2026-02-17 18:00:00,Laptop Gamer,Eletrônicos,7500.0,5,131,Belo Horizonte,MG,37500.0,Rápida,2026-02
1238,2026-02-17 22:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,105,Fortaleza,CE,8400.0,Normal,2026-02
1239,2026-02-17 18:00:00,Mouse Vertical,Acessórios,245.55,4,140,Fortaleza,CE,982.2,Normal,2026-02
1240,2026-02-18 15:00:00,Monitor Ultrawide,Eletrônicos,2800.0,8,128,Belo Horizonte,MG,22400.0,Rápida,2026-02
1241,2026-02-18 08:00:00,SSD 1TB,Hardware,600.0,9,101,Belo Horizonte,MG,5400.0,Rápida,2026-02
1242,2026-02-18 05:00:00,Gabinete Gamer,Acessórios,565.0,4,138,Belo Horizonte,MG,2260.0,Rápida,2026-02
1243,2026-02-18 06:00:00,SSD 1TB,Hardware,600.0,5,149,Fortaleza,CE,3000.0,Normal,2026-02
1244,2026-02-18 09:00:00,Cadeira Gamer,Móveis,1200.0,3,130,São Paulo,SP,3600.0,Rápida,2026-02
1245,2026-02-19 14:00:00,Laptop Gamer,Eletrônicos,7500.0,4,128,Fortaleza,CE,30000.0,Normal,2026-02
1246,2026-02-19 16:00:00,Gabinete Gamer,Acessórios,565.0,4,129,Porto Alegre,RS,2260.0,Normal,2026-02
1247,2026-02-19 19:00:00,Cadeira Gamer,Móveis,1200.0,3,112,Curitiba,PR,3600.0,Normal,2026-02
1248,2026-02-19 10:00:00,Placa de Vídeo,Hardware,4500.0,8,138,Rio de Janeiro,RJ,36000.0,Rápida,2026-02
1249,2026-02-19 15:00:00,Laptop Gamer,Eletrônicos,7500.0,2,128,Curitiba,PR,15000.0,Normal,2026-02
1250,2026-02-20 10:00:00,Teclado Mecânico,Acessórios,549.44,5,136,Fortaleza,CE,2747.2000000000003,Normal,2026-02
1251,2026-02-20 12:00:00,Laptop Gamer,Eletrônicos,7500.0,8,146,Porto Alegre,RS,60000.0,Normal,2026-02
1252,2026-02-20 04:00:00,Gabinete Gamer,Acessórios,565.0,8,137,Belo Horizonte,MG,4520.0,Rápida,2026-02
1253,2026-02-20 09:00:00,Placa de Vídeo,Hardware,4500.0,2,139,Porto Alegre,RS,9000.0,Normal,2026-02
1254,2026-02-20 03:00:00,Placa de Vídeo,Hardware,4500.0,8,126,Salvador,BA,36000.0,Normal,2026-02
1255,2026-02-21 07:00:00,Controle Gamer,Hardware,324.11,7,147,Rio de Janeiro,RJ,2268.77,Rápida,2026-02
1256,2026-02-21 06:00:00,Mouse Vertical,Acessórios,240.59,7,109,Rio de Janeiro,RJ,1684.13,Rápida,2026-02
1257,2026-02-21 20:00:00,Gabinete Gamer,Acessórios,565.0,7,144,Curitiba,PR,3955.0,Normal,2026-02
1258,2026-02-21 02:00:00,Monitor Ultrawide,Eletrônicos,2800.0,9,102,Belo Horizonte,MG,25200.0,Rápida,2026-02
1259,2026-02-21 22:00:00,Headset 7.1,Acessórios,800.0,7,144,São Paulo,SP,5600.0,Rápida,2026-02
1260,2026-02-22 07:00:00,Controle Gamer,Hardware,315.11,3,148,São Paulo,SP,945.33,Rápida,2026-02
1261,2026-02-22 09:00:00,Laptop Gamer,Eletrônicos,7500.0,7,126,São Paulo,SP,52500.0,Rápida,2026-02
1262,2026-02-22 08:00:00,SSD 1TB,Hardware,600.0,7,112,Fortaleza,CE,4200.0,Normal,2026-02
1263,2026-02-22 19:00:00,Controle Gamer,Hardware,304.25,8,133,Fortaleza,CE,2434.0,Normal,2026-02
1264,2026-02-22 07:00:00,Placa de Vídeo,Hardware,4500.0,4,106,Porto Alegre,RS,18000.0,Normal,2026-02
1265,2026-02-23 08:00:00,Gabinete Gamer,Acessórios,565.0,9,127,Salvador,BA,5085.0,Normal,2026-02
1266,2026-02-23 16:00:00,Laptop Gamer,Eletrônicos,7500.0,2,113,São Paulo,SP,15000.0,Rápida,2026-02
1267,2026-02-23 16:00:00,Teclado Mecânico,Acessórios,525.83,6,119,Curitiba,PR,3154.9800000000005,Normal,2026-02
1268,2026-02-23 13:00:00,Gabinete Gamer,Acessórios,565.0,3,110,Porto Alegre,RS,1695.0,Normal,2026-02
1269,2026-02-23 21:00:00,Gabinete Gamer,Acessórios,565.0,6,120,Belo Horizonte,MG,3390.0,Rápida,2026-02
1270,2026-02-24 07:00:00,Controle Gamer,Hardware,318.3,1,131,Fortaleza,CE,318.3,Normal,2026-02
1271,2026-02-24 06:00:00,Gabinete Gamer,Acessórios,565.0,4,136,Salvador,BA,2260.0,Normal,2026-02
1272,2026-02-24 17:00:00,Placa de Vídeo,Hardware,4500.0,1,129,Rio de Janeiro,RJ,4500.0,Rápida,2026-02
1273,2026-02-24 20:00:00,Gabinete Gamer,Acessórios,565.0,5,132,São Paulo,SP,2825.0,Rápida,2026-02
1274,2026-02-24 15:00:00,SSD 1TB,Hardware,600.0,7,125,Porto Alegre,RS,4200.0,Normal,2026-02
1275,2026-02-25 14:00:00,Mouse Vertical,Acessórios,246.41,8,138,Rio de Janeiro,RJ,1971.28,Rápida,2026-02
1276,2026-02-25 23:00:00,Cadeira Gamer,Móveis,1200.0,5,132,Rio de Janeiro,RJ,6000.0,Rápida,2026-02
1277,2026-02-25 04:00:00,Cadeira Gamer,Móveis,1200.0,9,114,Fortaleza,CE,10800.0,Normal,2026-02
1278,2026-02-25 07:00:00,Laptop Gamer,Eletrônicos,7500.0,8,149,São Paulo,SP,60000.0,Rápida,2026-02
1279,2026-02-25 23:00:00,Controle Gamer,Hardware,299.36,1,115,Curitiba,PR,299.36,Normal,2026-02
1280,2026-02-26 16:00:00,Placa de Vídeo,Hardware,4500.0,3,115,Fortaleza,CE,13500.0,Normal,2026-02
1281,2026-02-26 10:00:00,Headset 7.1,Acessórios,800.0,8,112,Porto Alegre,RS,6400.0,Normal,2026-02
1282,2026-02-26 22:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,102,Curitiba,PR,11200.0,Normal,2026-02
1283,2026-02-26 17:00:00,Controle Gamer,Hardware,326.53,4,126,São Paulo,SP,1306.12,Rápida,2026-02
1284,2026-02-26 23:00:00,Cadeira Gamer,Móveis,1200.0,2,115,São Paulo,SP,2400.0,Rápida,2026-02
1285,2026-02-27 07:00:00,Mouse Vertical,Acessórios,243.71,2,121,Porto Alegre,RS,487.42,Normal,2026-02
1286,2026-02-27 04:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,130,Salvador,BA,11200.0,Normal,2026-02
1287,2026-02-27 17:00:00,Teclado Mecânico,Acessórios,535.57,9,125,Fortaleza,CE,4820.13,Normal,2026-02
1288,2026-02-27 11:00:00,Teclado Mecânico,Acessórios,510.35,6,140,São Paulo,SP,3062.1000000000004,Rápida,2026-02
1289,2026-02-27 08:00:00,Controle Gamer,Hardware,320.53,7,134,Rio de Janeiro,RJ,2243.71,Rápida,2026-02
1290,2026-02-28 14:00:00,Laptop Gamer,Eletrônicos,7500.0,5,133,Fortaleza,CE,37500.0,Normal,2026-02
1291,2026-02-28 11:00:00,Laptop Gamer,Eletrônicos,7500.0,5,117,Fortaleza,CE,37500.0,Normal,2026-02
1292,2026-02-28 19:00:00,Teclado Mecânico,Acessórios,547.08,4,118,Curitiba,PR,2188.32,Normal,2026-02
1293,2026-02-28 23:00:00,SSD 1TB,Hardware,600.0,5,108,Belo Horizonte,MG,3000.0,Rápida,2026-02
1294,2026-02-28 02:00:00,Gabinete Gamer,Acessórios,565.0,5,121,Salvador,BA,2825.0,Normal,2026-02
1295,2026-03-01 15:00:00,Teclado Mecânico,Acessórios,541.63,3,114,São Paulo,SP,1624.8899999999999,Rápida,2026-03
1296,2026-03-01 04:00:00,Headset 7.1,Acessórios,800.0,1,143,Porto Alegre,RS,800.0,Normal,2026-03
1297,2026-03-01 22:00:00,Cadeira Gamer,Móveis,1200.0,4,149,Belo Horizonte,MG,4800.0,Rápida,2026-03
1298,2026-03-01 21:00:00,Controle Gamer,Hardware,301.11,1,103,Salvador,BA,301.11,Normal,2026-03
1299,2026-03-01 05:00:00,Cadeira Gamer,Móveis,1200.0,8,107,Curitiba,PR,9600.0,Normal,2026-03
1300,2026-03-02 08:00:00,SSD 1TB,Hardware,600.0,8,119,Porto Alegre,RS,4800.0,Normal,2026-03
1301,2026-03-02 14:00:00,Teclado Mecânico,Acessórios,543.16,5,100,São Paulo,SP,2715.7999999999997,Rápida,2026-03
1302,2026-03-02 12:00:00,Laptop Gamer,Eletrônicos,7500.0,3,109,São Paulo,SP,22500.0,Rápida,2026-03
1303,2026-03-02 13:00:00,Controle Gamer,Hardware,304.84,3,140,Salvador,BA,914.52,Normal,2026-03
1304,2026-03-02 09:00:00,Gabinete Gamer,Acessórios,565.0,7,120,Porto Alegre,RS,3955.0,Normal,2026-03
1305,2026-03-03 22:00:00,Gabinete Gamer,Acessórios,565.0,2,142,Rio de Janeiro,RJ,1130.0,Rápida,2026-03
1306,2026-03-03 06:00:00,Gabinete Gamer,Acessórios,565.0,1,141,Curitiba,PR,565.0,Normal,2026-03
1307,2026-03-03 21:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,114,Salvador,BA,14000.0,Normal,2026-03
1308,2026-03-03 17:00:00,Mouse Vertical,Acessórios,248.23,2,103,Salvador,BA,496.46,Normal,2026-03
1309,2026-03-03 16:00:00,Monitor Ultrawide,Eletrônicos,2800.0,8,131,Salvador,BA,22400.0,Normal,2026-03
1310,2026-03-04 05:00:00,Controle Gamer,Hardware,313.64,4,143,Porto Alegre,RS,1254.56,Normal,2026-03
1311,2026-03-04 15:00:00,Mouse Vertical,Acessórios,237.24,7,118,Belo Horizonte,MG,1660.68,Rápida,2026-03
1312,2026-03-04 11:00:00,Controle Gamer,Hardware,305.52,1,117,Curitiba,PR,305.52,Normal,2026-03
1313,2026-03-04 20:00:00,Laptop Gamer,Eletrônicos,7500.0,3,125,Salvador,BA,22500.0,Normal,2026-03
1314,2026-03-04 14:00:00,Mouse Vertical,Acessórios,241.96,9,103,Curitiba,PR,2177.64,Normal,2026-03
1315,2026-03-05 11:00:00,Teclado Mecânico,Acessórios,503.69,7,108,Fortaleza,CE,3525.83,Normal,2026-03
1316,2026-03-05 05:00:00,Controle Gamer,Hardware,305.75,4,142,São Paulo,SP,1223.0,Rápida,2026-03
1317,2026-03-05 04:00:00,Cadeira Gamer,Móveis,1200.0,3,132,Porto Alegre,RS,3600.0,Normal,2026-03
1318,2026-03-05 15:00:00,Controle Gamer,Hardware,320.79,5,115,Curitiba,PR,1603.95,Normal,2026-03
1319,2026-03-05 19:00:00,Laptop Gamer,Eletrônicos,7500.0,4,143,Fortaleza,CE,30000.0,Normal,2026-03
1320,2026-03-06 18:00:00,Placa de Vídeo,Hardware,4500.0,7,124,Belo Horizonte,MG,31500.0,Rápida,2026-03
1321,2026-03-06 04:00:00,SSD 1TB,Hardware,600.0,1,131,São Paulo,SP,600.0,Rápida,2026-03
1322,2026-03-06 09:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,142,Salvador,BA,5600.0,Normal,2026-03
1323,2026-03-06 16:00:00,Teclado Mecânico,Acessórios,529.72,6,118,Fortaleza,CE,3178.32,Normal,2026-03
1324,2026-03-06 23:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,114,Belo Horizonte,MG,2800.0,Rápida,2026-03
1325,2026-03-07 15:00:00,Headset 7.1,Acessórios,800.0,7,107,Belo Horizonte,MG,5600.0,Rápida,2026-03
1326,2026-03-07 04:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,126,Rio de Janeiro,RJ,16800.0,Rápida,2026-03
1327,2026-03-07 18:00:00,Monitor Ultrawide,Eletrônicos,2800.0,8,108,Salvador,BA,22400.0,Normal,2026-03
1328,2026-03-07 11:00:00,Laptop Gamer,Eletrônicos,7500.0,7,106,Curitiba,PR,52500.0,Normal,2026-03
1329,2026-03-07 16:00:00,Headset 7.1,Acessórios,800.0,2,140,Curitiba,PR,1600.0,Normal,2026-03
1330,2026-03-08 14:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,129,Porto Alegre,RS,11200.0,Normal,2026-03
1331,2026-03-08 01:00:00,Headset 7.1,Acessórios,800.0,7,136,Belo Horizonte,MG,5600.0,Rápida,2026-03
1332,2026-03-08 04:00:00,Mouse Vertical,Acessórios,238.61,2,147,Porto Alegre,RS,477.22,Normal,2026-03
1333,2026-03-08 20:00:00,Headset 7.1,Acessórios,800.0,5,125,Salvador,BA,4000.0,Normal,2026-03
1334,2026-03-08 05:00:00,Teclado Mecânico,Acessórios,537.42,8,140,Salvador,BA,4299.36,Normal,2026-03
1335,2026-03-09 20:00:00,Mouse Vertical,Acessórios,246.39,2,125,São Paulo,SP,492.78,Rápida,2026-03
1336,2026-03-09 15:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,127,Fortaleza,CE,19600.0,Normal,2026-03
1337,2026-03-09 04:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,146,Curitiba,PR,14000.0,Normal,2026-03
1338,2026-03-09 16:00:00,Controle Gamer,Hardware,308.38,8,117,Salvador,BA,2467.04,Normal,2026-03
1339,2026-03-09 08:00:00,SSD 1TB,Hardware,600.0,6,147,Salvador,BA,3600.0,Normal,2026-03
1340,2026-03-10 19:00:00,Mouse Vertical,Acessórios,235.97,9,106,Salvador,BA,2123.73,Normal,2026-03
1341,2026-03-10 08:00:00,Mouse Vertical,Acessórios,238.24,3,135,Salvador,BA,714.72,Normal,2026-03
1342,2026-03-10 02:00:00,Gabinete Gamer,Acessórios,565.0,5,129,São Paulo,SP,2825.0,Rápida,2026-03
1343,2026-03-10 12:00:00,Teclado Mecânico,Acessórios,528.24,4,124,Salvador,BA,2112.96,Normal,2026-03
1344,2026-03-10 12:00:00,Placa de Vídeo,Hardware,4500.0,2,103,São Paulo,SP,9000.0,Rápida,2026-03
1345,2026-03-11 06:00:00,SSD 1TB,Hardware,600.0,8,114,Porto Alegre,RS,4800.0,Normal,2026-03
1346,2026-03-11 08:00:00,Mouse Vertical,Acessórios,229.44,4,129,Fortaleza,CE,917.76,Normal,2026-03
1347,2026-03-11 22:00:00,Cadeira Gamer,Móveis,1200.0,4,111,Porto Alegre,RS,4800.0,Normal,2026-03
1348,2026-03-11 07:00:00,Placa de Vídeo,Hardware,4500.0,5,144,Salvador,BA,22500.0,Normal,2026-03
1349,2026-03-11 08:00:00,Controle Gamer,Hardware,329.69,9,137,Fortaleza,CE,2967.21,Normal,2026-03
1350,2026-03-12 06:00:00,Headset 7.1,Acessórios,800.0,4,118,Porto Alegre,RS,3200.0,Normal,2026-03
1351,2026-03-12 12:00:00,SSD 1TB,Hardware,600.0,1,127,Salvador,BA,600.0,Normal,2026-03
1352,2026-03-12 05:00:00,Teclado Mecânico,Acessórios,509.53,9,102,Rio de Janeiro,RJ,4585.7699999999995,Rápida,2026-03
1353,2026-03-12 15:00:00,Controle Gamer,Hardware,329.76,1,122,Salvador,BA,329.76,Normal,2026-03
1354,2026-03-12 17:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,123,Rio de Janeiro,RJ,11200.0,Rápida,2026-03
1355,2026-03-13 04:00:00,Placa de Vídeo,Hardware,4500.0,8,132,São Paulo,SP,36000.0,Rápida,2026-03
1356,2026-03-13 22:00:00,Placa de Vídeo,Hardware,4500.0,6,113,Rio de Janeiro,RJ,27000.0,Rápida,2026-03
1357,2026-03-13 12:00:00,Laptop Gamer,Eletrônicos,7500.0,5,131,Rio de Janeiro,RJ,37500.0,Rápida,2026-03
1358,2026-03-13 21:00:00,Placa de Vídeo,Hardware,4500.0,2,141,Fortaleza,CE,9000.0,Normal,2026-03
1359,2026-03-13 11:00:00,Teclado Mecânico,Acessórios,522.44,5,106,São Paulo,SP,2612.2000000000003,Rápida,2026-03
1360,2026-03-14 10:00:00,Monitor Ultrawide,Eletrônicos,2800.0,8,117,Salvador,BA,22400.0,Normal,2026-03
1361,2026-03-14 04:00:00,Teclado Mecânico,Acessórios,535.31,4,133,Belo Horizonte,MG,2141.24,Rápida,2026-03
1362,2026-03-14 16:00:00,Gabinete Gamer,Acessórios,565.0,4,133,Salvador,BA,2260.0,Normal,2026-03
1363,2026-03-14 22:00:00,Gabinete Gamer,Acessórios,565.0,3,101,Belo Horizonte,MG,1695.0,Rápida,2026-03
1364,2026-03-14 03:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,146,Curitiba,PR,2800.0,Normal,2026-03
1365,2026-03-15 06:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,149,São Paulo,SP,11200.0,Rápida,2026-03
1366,2026-03-15 17:00:00,SSD 1TB,Hardware,600.0,1,111,São Paulo,SP,600.0,Rápida,2026-03
1367,2026-03-15 00:00:00,Mouse Vertical,Acessórios,235.49,3,133,São Paulo,SP,706.47,Rápida,2026-03
1368,2026-03-15 07:00:00,Headset 7.1,Acessórios,800.0,2,135,Rio de Janeiro,RJ,1600.0,Rápida,2026-03
1369,2026-03-15 06:00:00,SSD 1TB,Hardware,600.0,5,119,Belo Horizonte,MG,3000.0,Rápida,2026-03
1370,2026-03-16 20:00:00,Mouse Vertical,Acessórios,243.86,5,137,Belo Horizonte,MG,1219.3000000000002,Rápida,2026-03
1371,2026-03-16 07:00:00,Placa de Vídeo,Hardware,4500.0,5,135,Fortaleza,CE,22500.0,Normal,2026-03
1372,2026-03-16 16:00:00,Laptop Gamer,Eletrônicos,7500.0,1,124,Porto Alegre,RS,7500.0,Normal,2026-03
1373,2026-03-16 03:00:00,Controle Gamer,Hardware,302.39,2,136,Fortaleza,CE,604.78,Normal,2026-03
1374,2026-03-16 11:00:00,Teclado Mecânico,Acessórios,529.97,2,140,Curitiba,PR,1059.94,Normal,2026-03
1375,2026-03-17 09:00:00,Mouse Vertical,Acessórios,231.64,4,140,Fortaleza,CE,926.56,Normal,2026-03
1376,2026-03-17 09:00:00,SSD 1TB,Hardware,600.0,5,137,Rio de Janeiro,RJ,3000.0,Rápida,2026-03
1377,2026-03-17 04:00:00,Headset 7.1,Acessórios,800.0,1,100,Rio de Janeiro,RJ,800.0,Rápida,2026-03
1378,2026-03-17 11:00:00,Cadeira Gamer,Móveis,1200.0,7,123,Curitiba,PR,8400.0,Normal,2026-03
1379,2026-03-17 10:00:00,Mouse Vertical,Acessórios,229.44,9,135,Rio de Janeiro,RJ,2064.96,Rápida,2026-03
1380,2026-03-18 23:00:00,Laptop Gamer,Eletrônicos,7500.0,5,101,Fortaleza,CE,37500.0,Normal,2026-03
1381,2026-03-18 10:00:00,Teclado Mecânico,Acessórios,495.96,5,139,São Paulo,SP,2479.7999999999997,Rápida,2026-03
1382,2026-03-18 22:00:00,Mouse Vertical,Acessórios,240.73,2,113,Belo Horizonte,MG,481.46,Rápida,2026-03
1383,2026-03-18 13:00:00,Cadeira Gamer,Móveis,1200.0,2,142,Porto Alegre,RS,2400.0,Normal,2026-03
1384,2026-03-18 16:00:00,Mouse Vertical,Acessórios,249.2,4,147,Curitiba,PR,996.8,Normal,2026-03
1385,2026-03-19 20:00:00,Laptop Gamer,Eletrônicos,7500.0,9,112,Porto Alegre,RS,67500.0,Normal,2026-03
1386,2026-03-19 12:00:00,Mouse Vertical,Acessórios,244.38,7,137,Porto Alegre,RS,1710.6599999999999,Normal,2026-03
1387,2026-03-19 20:00:00,Headset 7.1,Acessórios,800.0,8,107,São Paulo,SP,6400.0,Rápida,2026-03
1388,2026-03-19 14:00:00,Mouse Vertical,Acessórios,244.69,4,116,Curitiba,PR,978.76,Normal,2026-03
1389,2026-03-19 00:00:00,Headset 7.1,Acessórios,800.0,8,104,Rio de Janeiro,RJ,6400.0,Rápida,2026-03
1390,2026-03-20 20:00:00,Teclado Mecânico,Acessórios,541.89,1,149,Belo Horizonte,MG,541.89,Rápida,2026-03
1391,2026-03-20 15:00:00,Cadeira Gamer,Móveis,1200.0,7,147,Fortaleza,CE,8400.0,Normal,2026-03
1392,2026-03-20 22:00:00,Monitor Ultrawide,Eletrônicos,2800.0,8,145,Porto Alegre,RS,22400.0,Normal,2026-03
1393,2026-03-20 12:00:00,Headset 7.1,Acessórios,800.0,6,119,Belo Horizonte,MG,4800.0,Rápida,2026-03
1394,2026-03-20 13:00:00,Teclado Mecânico,Acessórios,534.31,4,101,Belo Horizonte,MG,2137.24,Rápida,2026-03
1395,2026-03-21 13:00:00,Headset 7.1,Acessórios,800.0,1,131,Fortaleza,CE,800.0,Normal,2026-03
1396,2026-03-21 02:00:00,Gabinete Gamer,Acessórios,565.0,5,128,Curitiba,PR,2825.0,Normal,2026-03
1397,2026-03-21 10:00:00,Controle Gamer,Hardware,312.97,3,121,Fortaleza,CE,938.9100000000001,Normal,2026-03
1398,2026-03-21 03:00:00,Teclado Mecânico,Acessórios,538.36,9,111,São Paulo,SP,4845.24,Rápida,2026-03
